,title,webtoon_link,status,thumb_link,auth,genres,ages,intro,series_url,likes,r_rated,episodes,first_register_date,last_register_date,rates,ages2,rates2,genre1,genre2,genre1_pre,genre2_pre
43,갤러리L : 당신의 기억을 보관해드립니다,https://comic.naver.com/webtoon/list?titleId=786933,1,https://shared-comic.pstatic.net/thumb/webtoon/786933/thumbnail/thumbnail_IMAG10_d13ce38d-0efa-4452-9649-3a45d0c8b1af.jpg,조홍 / 라미아,"스토리, 로맨스",전체연령가,취업 면접에서 번번이 미끄러지는 순진은 자신 때문에 사고를 당해 휠체어 신세가 된 동생 나진과 엄마가 있는 고향집엔 다시 돌아가고 싶지 않다. 집에 돌아가지 않으려면 알바 자리라도 구해야 한다. 그러다 노랑 고양이에게 홀리듯 이끌려 다다른 ‘Gallery. L’. 어딘지 모르게 신비로워 보이는 카페 주인 마스터는 순진을 알바로 채용하게 되는데...,https://series.naver.com/comic/detail.series?originalProductId=438360,3,0,57.0,2022.01.03,2022.01.03,8.8,0,8.8,스토리,로맨스,0,0
44,갸오오와 사랑꾼들,https://comic.naver.com/webtoon/list?titleId=670151,1,https://shared-comic.pstatic.net/thumb/webtoon/670151/thumbnail/title_thumbnail_20160808182525_t83x90.jpg,갸오오,"에피소드, 개그",전체연령가,"차이고, 퇴짜맞는 것은 일상하지만 절대 기죽지 않아!!갸오오와 친구들의 좌충우돌 사랑 도전기",https://series.naver.com/comic/detail.series?originalProductId=358422,100000,0,117.0,2016.01.01,2016.02.05,9.8,0,9.8,에피소드,개그,1,5
45,거래,https://comic.naver.com/webtoon/list?titleId=764022,1,https://shared-comic.pstatic.net/thumb/webtoon/764022/thumbnail/thumbnail_IMAG10_14127223-43f1-4794-a9f6-038e2ae55539.jpg,우남20,"스토리, 스릴러",15세 이용가,"고등학교 동창인 준성, 재효, 민우는 오랜만에 만나 술자리를 가진다.얼마 후, 술에 취해 영 정신을 못차리는 민우를 재효의 자취방에서 재우다가 민우의 핸드폰으로 걸려 온 한 통의 전화를 받게된다. 그 후, 얼떨결에 민우의 납치범 행세를 하게된 재효와 준성!그들은 과연 무사히 몸값을 받아낼 수 있을까?",,428,0,51.0,2022.09.01,2022.11.03,9.130999999999998,2,9.13,스토리,스릴러,0,3
46,거래하실래요?,https://comic.naver.com/webtoon/list?titleId=773524,0,https://shared-comic.pstatic.net/thumb/webtoon/773524/thumbnail/thumbnail_IMAG10_960205b3-bd21-4841-a7e3-504df21cf6e0.jpg,99C / 백도,"스토리, 로맨스",전체연령가,"새로운 사랑은 중고거래로 장만하세요(?!)남친과 헤어진 후, 추억의 물건을 중고거래 어플 '동네마켓'에 팔던 한결.하지만 곧 구매자가 전 남친이란 걸 알게 되고... 당황하던 한결은 때마침 나타난 ‘중고남친’으로 위기를 모면하는데…!전 남친 강현과 새로운 인연 이안, 이 삼각관계의 엔딩은 무엇일까?​<참새는 새!신부> 작가들의 신작!",https://series.naver.com/comic/detail.series?originalProductId=440493,268,0,73.0,2022.09.17,2022.11.19,9.8,0,9.8,스토리,로맨스,0,0
47,거미,https://comic.naver.com/webtoon/list?titleId=739112,1,https://shared-comic.pstatic.net/thumb/webtoon/739112/thumbnail/thumbnail_IMAG10_7658b986-0328-49bc-b97f-4708ab4476c1.jpg,모아이,"스토리, 스릴러",15세 이용가,거미 떼로 뒤덮인 섬마을.의심의 거미줄 속에서 그녀는 탈출할 수 있을까?,https://series.naver.com/comic/detail.series?originalProductId=387994,20302,0,38.0,2020.01.31,2020.02.28,9.8,2,9.8,스토리,스릴러,0,3
48,거상 김만덕,https://comic.naver.com/webtoon/list?titleId=147175,1,https://shared-comic.pstatic.net/thumb/webtoon/147175/thumbnail/title_thumbnail_20100322122118_t83x90.jpg,신지상 / 오은지,"스토리, 드라마",전체연령가,"가난하고 불우한 기녀에서 조선 최고의 거상이 되기까지.
순정 만화로 보는 여인 김만덕의 파란만장 삶의 일대기.",,235,0,28.0,2010.10.12,2010.12.14,9.932999999999998,0,9.93,스토리,드라마,0,1
49,걸어서 30분,https://comic.naver.com/webtoon/list?titleId=700844,1,https://shared-comic.pstatic.net/thumb/webtoon/700844/thumbnail/thumbnail_IMAG10_670698b4-24a2-46e1-b5ec-9c7f41881a8e.jpg,이온도,"스토리, 로맨스",전체연령가,"은하학원 위성은과 지구봉의 귀갓길 로맨스. 세상 가장 설레는 시간, 걸어서 30분",https://series.naver.com/comic/detail.series?originalProductId=391544,100000,0,214.0,2017.09.21,2017.11.09,9.9,0,9.9,스토리,로맨스,0,0
50,검은인간,https://comic.naver.com/webtoon/list?titleId=718021,1,https://shared-comic.pstatic.net/thumb/webtoon/718021/thumbnail/thumbnail_IMAG10_a81b0551-606b-403b-b1d4-5014f4e463d0.jpg,이저녁,"스토리, 액션",15세 이용가,"너의 흉터도, 너의 두 눈도, 그리고... 너의 힘까지! 지금부터 모든 걸 바꿔줄게.",https://series.naver.com/comic/detail.series?originalProductId=341182,100000,0,81.0,2018.12.15,2019.01.26,9.9,2,9.9,스토리,액션,0,4
51,게임 최강 트롤러,https://comic.naver.com/webtoon/list?titleId=801698,0,https://shared-comic.pstatic.net/thumb/webtoon/801698/thumbnail/thumbnail_IMAG10_8e89a2ac-2591-4a34-ad5c-1c38e6368020.jpg,박종석 / YATO / 군만두먹자,"스토리, 판타지",전체연령가,"세상에서 가장 개연성 있는 게임.아진 전자. 실리코프 인더스트리. 코퍼레이션 아르고스.세계 굴지의 대기업들이 합작해 만들어 낸 인류 최초의 가상현실 게임 아르카디아.[환영합니다, 환상의 세계, 아르카디아에 오신 것을.]그 안에서 벌어지는 대환장스러운 이야기들.지금 바로 시작합니다!",https://series.naver.com/comic/detail.series?originalProductId=486498,71,0,10.0,2022.10.26,2022.11.23,8.9,0,8.9,스토리,판타지,0,2
52,게임의 법칙,https://comic.naver.com/webtoon/list?titleId=787372,0,https://shared-comic.pstatic.net/thumb/webtoon/787372/thumbnail/thumbnail_IMAG10_3b9dac9a-2c43-4802-9281-00b950220213.jpg,유티스트,"스토리, 액션",전체연령가,"격투게임 <블러드피스트>의 고인물인 윤시우에게 특이점이 왔다.현실에서도 게임 속 커맨더가 보이는 것.게임에 지루함을 느끼던 시우는 실제 싸움에 눈을 돌리기 시작했고자신의 능력을 이용해 학교를 재패하려 했으나,  설표 ""홍민재""에게 패배하게 된다.그런 그 와의 재대결을 위해 시우는 격투기 동아리 ""라라파루자""에 가입하게 되는데...",https://series.naver.com/comic/detail.series?originalProductId=455441,29,0,50.0,2021.12.24,2021.12.24,9.3,0,9.3,스토리,액션,0,4
53,겟라이프,https://comic.naver.com/webtoon/list?titleId=733076,1,https://shared-comic.pstatic.net/thumb/webtoon/733076/thumbnail/thumbnail_IMAG10_ef245f1b-680c-4aba-b6bb-e31902e4c2b9.jpg,MOOHAK,"스토리, 판타지",12세 이용가,"그 것은... 소년들을 빛나게 하기도, 고통스럽게 하기도 하였다.축복과 혼돈의 힘 '라이프'! 이를 둘러싼 음모와 대전쟁의 시작.",https://series.naver.com/comic/detail.series?originalProductId=376026,29735,0,127.0,2019.09.18,2019.10.23,9.5,1,9.5,스토리,판타지,0,2
54,겟백,https://comic.naver.com/webtoon/list?titleId=727798,1,https://shared-comic.pstatic.net/thumb/webtoon/727798/thumbnail/thumbnail_IMAG10_18981b01-c819-4685-8db2-4353a2b9bd54.jpg,세윤,"에피소드, 드라마",15세 이용가,"7년 전, 운명이 뒤바뀐 소녀들. 태어날 때 부터 타고난 능력을 지닌 다정과 그런 천재가 부러웠던 언니 은정.  그렇게 하루 하루가 지옥이었다!",https://series.naver.com/comic/detail.series?originalProductId=361337,100000,0,147.0,2019.05.22,2019.07.24,10.0,2,10.0,에피소드,드라마,1,1
55,겨울 정원의 하와르,https://comic.naver.com/webtoon/list?titleId=802835,0,https://shared-comic.pstatic.net/thumb/webtoon/802835/thumbnail/thumbnail_IMAG10_fc7a2e24-64df-437d-8091-4c317376c704.jpg,단청 / 래럿 / 미나토,"스토리, 로맨스",전체연령가,"왕좌 싸움에 밀려 왕국에서 먼 곳으로 정략 결혼을 하게 된 왕녀 카놀라.처음 본 정혼자에게 한 눈에 반해 버렸다!하지만 시집 갈 트리폴 왕국 사람들은 이방인 취급하며 그녀를 무시하고,세 가지 시험을 통과하기 전까진 결혼할 수 없다고 통보한다. 심지어 정혼자까지 그녀에게 쌀쌀 맞기만 한데....여기서 물러설 수 없다. 이미 손자 손녀 이름까지 지어 놨다.그깟 시험 따위 빨리 해치워 버리겠어!",https://series.naver.com/comic/detail.series?originalProductId=488630,33,0,6.0,2022.11.22,2022.11.22,10.0,0,10.0,스토리,로맨스,0,0
56,겨울동화,https://comic.naver.com/webtoon/list?titleId=113121,1,https://shared-comic.pstatic.net/thumb/webtoon/113121/thumbnail/title_thumbnail_20091224164002_t83x90.jpg,심윤수,"에피소드, 감성",전체연령가,"<일편단심화> 심윤수 작가의 겨울 이야기.
올 겨울을 따뜻하게 채워 줄 에피소드 12편.어른을 위한 동화가 시작됩니다.",,1356,0,13.0,2010.01.15,2010.03.19,9.888000000000002,0,9.89,에피소드,감성,1,8
57,겨울특강,https://comic.naver.com/webtoon/list?titleId=802117,0,https://shared-comic.pstatic.net/thumb/webtoon/802117/thumbnail/thumbnail_IMAG10_a67229b5-54b5-4908-8b5d-c497dc13b464.jpg,곤세,"스토리, 판타지",15세 이용가,가난하다는 이유로 힘을 숨기고 일진들의 괴롭힘을 참아내는 고등학생 한길은아르바이트를 하고 집으로 돌아가던 길에 도깨비 방망이를 쓰는 사람들을 보게 된다.그들로부터 도깨비 방망이를 훔치는데 성공한 한길은 이제 돈 걱정 없이 살 수 있을 줄 알았지만인간의 탈을 쓴 괴물들 ‘야인’과 야인들을 사냥하는 조직 ‘꾼’들의 세계에 엮이게 된다.가진 거라곤 힘밖에 없던 소년 한길은 또다른 인생의 챕터에 들어서게 되는데...,https://series.naver.com/comic/detail.series?originalProductId=487459,34,0,7.0,2022.11.04,2022.11.18,8.3,2,8.3,스토리,판타지,0,2
58,격기3반,https://comic.naver.com/webtoon/list?titleId=701535,0,https://shared-comic.pstatic.net/thumb/webtoon/701535/thumbnail/thumbnail_IMAG10_6e2883f1-24dd-40fc-bfe0-762f3fdefba5.jpg,이학,"스토리, 스포츠",15세 이용가,"한국이 세계 격투기의 중심이 된 세상. 전국 탑 클래스 격투기 학생들만 모인 남일고에 약골 소년 주지태가 돌연 투입된다.신체적 약점이 상쇄되는 무술 ‘주짓수’를 통해, 주지태는 격기반의 정점에 오를 수 있을 것인가…?",https://series.naver.com/comic/detail.series?originalProductId=297812,100000,0,209.0,2022.09.20,2022.11.22,8.8,2,8.8,스토리,스포츠,0,9
59,격투기특성화사립고교 극지고,https://comic.naver.com/webtoon/list?titleId=395442,1,https://shared-comic.pstatic.net/thumb/webtoon/395442/thumbnail/title_thumbnail_20111014103535_t83x90.jpg,허일,"스토리, 액션",12세 이용가,최고로 강한 학생이 전교 1등이다!극한지옥 격투기 특성화 사립 고등학교 극지고! 격투 능력자들의 절륜한 한판!,https://series.naver.com/comic/detail.series?originalProductId=205470,80249,0,146.0,2011.10.15,2011.12.17,9.2,1,9.2,스토리,액션,0,4
60,견우와 선녀,https://comic.naver.com/webtoon/list?titleId=740034,0,https://shared-comic.pstatic.net/thumb/webtoon/740034/thumbnail/thumbnail_IMAG10_441329f7-c6b4-48ff-bbc6-025e0d303865.jpg,안수민,"스토리, 드라마",전체연령가,죽음이 가까워진 사람들은 '거꾸로' 걸어들어 온다그리고 그게 하필 내 이상형이라니!?,https://series.naver.com/comic/detail.series?originalProductId=387828,100000,0,152.0,2022.09.19,2022.11.21,10.0,0,10.0,스토리,드라마,0,1
61,견우와 직녀,https://comic.naver.com/webtoon/list?titleId=233265,1,https://shared-comic.pstatic.net/thumb/webtoon/233265/thumbnail/title_thumbnail_20100917152439_t83x90.jpg,유리아,"스토리, 로맨스",12세 이용가,"설화, 견우와 직녀, 판타지로 다시 태어나다.",https://series.naver.com/comic/detail.series?originalProductId=211393,17647,0,34.0,2010.09.17,2010.10.13,9.9,1,9.9,스토리,로맨스,0,0
62,견원지간 로맨스,https://comic.naver.com/webtoon/list?titleId=746744,1,https://shared-comic.pstatic.net/thumb/webtoon/746744/thumbnail/thumbnail_IMAG10_f8117a14-0d78-493f-8899-f4e824587d58.jpg,최현옥 / 고방,"에피소드, 일상",전체연령가,"동물적인, 색다른 사랑법!",https://series.naver.com/comic/detail.series?originalProductId=328633,541,0,50.0,2020.05.28,2020.05.28,9.6,0,9.6,에피소드,일상,1,6
63,결계녀,https://comic.naver.com/webtoon/list?titleId=668101,1,https://shared-comic.pstatic.net/thumb/webtoon/668101/thumbnail/title_thumbnail_20151203204442_t83x90.jpg,김태경,"스토리, 로맨스",15세 이용가,"결계가 된 소녀, 소년을 지키다! 본격 미소녀 군단과 함께하는 셔틀남 탈출기!",https://series.naver.com/comic/detail.series?originalProductId=215092,100000,0,178.0,2015.12.03,2016.01.28,9.5,2,9.5,스토리,로맨스,0,0
64,결백한 사람은 없다,https://comic.naver.com/webtoon/list?titleId=744375,1,https://shared-comic.pstatic.net/thumb/webtoon/744375/thumbnail/thumbnail_IMAG10_b2c381e5-9d1c-4089-b97e-49a84e97dd25.jpg,서각,"스토리, 드라마",12세 이용가,15년 전 실종된 아이가 돌아왔다.초능력을 가진 순경의 아동실종 심리 수사극,https://series.naver.com/comic/detail.series?originalProductId=395460,11564,0,54.0,2020.04.19,2020.06.21,9.8,1,9.8,스토리,드라마,0,1
65,결혼공략,https://comic.naver.com/webtoon/list?titleId=792317,0,https://shared-comic.pstatic.net/thumb/webtoon/792317/thumbnail/thumbnail_IMAG10_ec10b782-0504-4054-8221-298fb94176a7.jpg,율무,"스토리, 로맨스",전체연령가,"낡고 지친 k-직장인 주인공 하루.하루는 자신만이 가지고 있는 능력을 활용해 욜로처럼 펑펑 쓰고, 시간을 되돌리는 삶을 살아가고 있는데...난데없이 나타나 총을 겨눈 의문의 남자로 인해, 모든 것이 처음으로 돌아간다!어떻게 여기까지 왔는데...! 다시 새내기로 돌아가다니!!게다가 이 모든 것을 끝내려면... 정해진 결혼 상대를 찾아야만 한다?!두 플레이어의 우당탕탕 생존 결혼 공략!",https://series.naver.com/comic/detail.series?originalProductId=463768,125,0,40.0,2022.09.18,2022.11.20,10.0,0,10.0,스토리,로맨스,0,0
66,결혼까지 망상했어!,https://comic.naver.com/webtoon/list?titleId=761599,0,https://shared-comic.pstatic.net/thumb/webtoon/761599/thumbnail/thumbnail_IMAG10_36c56788-421b-4433-81aa-c772c79c00c6.jpg,문주,"스토리, 로맨스",12세 이용가,'내게는 짝남도 강제 남사친일 뿐' 10대 안에 한 번이라도 연애를 해보는 게 소원이지만 호감 상대와 결혼까지 망상하면 절대 성사되지 않는다는 징크스를 지닌 소망. 연애의 '연'자도 허용되지 않던 그녀의 현실에도 볕 들 날이 오긴 하는데... 이게 과연 썸이 맞긴 할까? 망상 소녀 소망의 유쾌 발랄 로맨스.,https://series.naver.com/comic/detail.series?originalProductId=419097,2791,0,95.0,2022.09.17,2022.11.19,9.8,1,9.8,스토리,로맨스,0,0
67,결혼생활 그림일기,https://comic.naver.com/webtoon/list?titleId=741891,0,https://shared-comic.pstatic.net/thumb/webtoon/741891/thumbnail/thumbnail_IMAG10_70a9dd15-32ca-4add-b6d0-32cf95ba0d12.jpg,은꼼지,"옴니버스, 일상",전체연령가,고르고 골라 결혼했더니 매일매일 우당탕탕?!결혼생활이란 무엇인가?조용할 날 없는 결혼생활을 날 것 그대로 그렸다.모자르고 부족했던 두 짐승이 만나 그려가는 결혼생활 그림일기!,https://series.naver.com/comic/detail.series?originalProductId=391782,35825,0,146.0,2022.09.18,2022.11.20,9.8,0,9.8,옴니버스,일상,2,6
68,경비 배두만,https://comic.naver.com/webtoon/list?titleId=744384,1,https://shared-comic.pstatic.net/thumb/webtoon/744384/thumbnail/thumbnail_IMAG10_9af5bba4-85c4-4520-b34c-795b0336b163.jpg,이영곤,"스토리, 액션",15세 이용가,지난 인생이 후회스러운 건달 출신의 60대 아파트 경비원 '두만'과 남은 인생이 막막한 20대 흥신소 직원 '새봄'거대한 범죄 세력에 맞서기 위해 힘을 합쳤다!,,41049,0,67.0,2022.07.09,2022.09.10,9.949000000000003,2,9.95,스토리,액션,0,4
69,경비실에서 안내방송 드립니다,https://comic.naver.com/webtoon/list?titleId=792780,0,https://shared-comic.pstatic.net/thumb/webtoon/792780/thumbnail/thumbnail_IMAG10_01123cff-60c1-4c11-8b6c-272bb5e2b0d8.jpg,수하 / 벌크업,"스토리, 스릴러",15세 이용가,"인적이 드문 산속 아파트에 이사 온 백성한.어느 날 갑자기 옆집 이웃이 돌변해 아파트를 폐쇄하고 사람들을 죽이기 시작한다. 백성한과 아파트 주민들은 경비실을 장악한 살인마의 주도 아래 목숨을 건 데스게임에 참여하게 되고, 사람들의 살아남기 위한 몸부림이 시작된다.",https://series.naver.com/comic/detail.series?originalProductId=464962,96,0,37.0,2022.09.11,2022.11.20,9.2,2,9.2,스토리,스릴러,0,3
70,경운기를 탄 왕자님,https://comic.naver.com/webtoon/list?titleId=524353,1,https://shared-comic.pstatic.net/thumb/webtoon/524353/thumbnail/title_thumbnail_20121227191833_t83x90.jpg,무적핑크,"스토리, 개그",전체연령가,"'실질객관동화' 무적핑크 작가의 신작!싹수 노란 남자의 농사 정복기, 오빤 강남 농부 스타~일!",https://series.naver.com/comic/detail.series?originalProductId=360284,4092,0,18.0,2012.12.27,2013.01.03,9.7,0,9.7,스토리,개그,0,5
