,no,title,link,status,author,fake_intro,real_intro,likes,episodes,first_register_date,last_register_date,age,rate,genre1_pre,genre2_pre,thumb_link
243,244,나의 목소리를 들어라,https://comic.naver.com/webtoon/list?titleId=514917,1,이현민,내세울 것 없는 남자에게 찾아온 대기업 면접의 기회. 본격 열혈 면접이 시작된다!'들어는 보았나! 질풍기획!' 이현민 작가의 신작 <나의 목소리를 들어라!>,내세울 것 없는 남자에게 찾아온 대기업 면접의 기회. 본격 열혈 면접이 시작된다!'들어는 보았나! 질풍기획!' 이현민 작가의 신작 <나의 목소리를 들어라!>,2851,37.0,2012.11.05,2012.12.17,1,9.9,0,5,https://shared-comic.pstatic.net/thumb/webtoon/514917/thumbnail/title_thumbnail_20121105143329_t83x90.jpg
244,245,나의 불편한 상사,https://comic.naver.com/webtoon/list?titleId=799165,0,탄지 / 남은경 / 이다홍,"결혼까지 생각했던 남자친구에게 잠수이별을 당한 세라,이직 첫날 새 직장에서 남자친구의 뒤통수를 발견하고 냅다 커피를 부었는데알고 보니 생판 처음 보는 남자, 그리고 앞으로 매일 봐야 할 자신의 상사였다?일생일대 최대의 위기에 봉착한 오세라의 오피스 로맨스 코미디.","결혼까지 생각했던 남자친구에게 잠수이별을 당한 세라,이직 첫날 새 직장에서 남자친구의 뒤통수를 발견하고 냅다 커피를 부었는데알고 보니 생판 처음 보는 남자, 그리고 앞으로 매일 봐야 할 자신의 상사였다?일생일대 최대의 위기에 봉착한 오세라의 오피스 로맨스 코미디.",94,19.0,2022.09.21,2022.11.23,0,9.8,0,0,https://shared-comic.pstatic.net/thumb/webtoon/799165/thumbnail/thumbnail_IMAG10_5ab635c4-b3e1-4517-b7bf-6ac8f525e189.jpg
245,246,나의 스마트보이,https://comic.naver.com/webtoon/list?titleId=776300,1,긴유,"""내 스마트폰이 사람으로 변해버렸다?"" 대학교 새내기인 나리가 돌연 사람으로 변해버린 자신의 스마트폰, 우주를 만나며 겪게 되는 좌충우돌 캠퍼스 로맨스.","""내 스마트폰이 사람으로 변해버렸다?"" 대학교 새내기인 나리가 돌연 사람으로 변해버린 자신의 스마트폰, 우주를 만나며 겪게 되는 좌충우돌 캠퍼스 로맨스.",10,52.0,2021.08.09,2021.08.09,0,8.2,0,0,https://shared-comic.pstatic.net/thumb/webtoon/776300/thumbnail/thumbnail_IMAG10_8a0f1ec6-eb01-4c09-a56e-f668a8410419.jpg
246,247,나의 우주,https://comic.naver.com/webtoon/list?titleId=731939,1,공이 / 김문경,"""외계인이 있다면 만나보고 싶어.""어느날 갑자기 우주가 내게 말을 걸어왔다. 그것도 짝사랑 남학생의 얼굴을 한 채로...? 평범한 대학생이자 우주와 대화할 수 있는 하연은 어릴 적부터 우주를 좋아했고 동경해왔다. 어느 날 저녁에 학교에 갔는데, 우주가 자기와 같은 과의 인기남 이현수의 몸에 '우준'이라는 이름으로 들어왔다는 것을 알게 된다. 하지만 우준은 아무것도 아는 게 없어 하연은 자신과 같이 지내며 지구에서 생활하는 법을 알려주고 같이 다니게 된다.","""외계인이 있다면 만나보고 싶어.""어느날 갑자기 우주가 내게 말을 걸어왔다. 그것도 짝사랑 남학생의 얼굴을 한 채로...?",100000,73.0,2019.08.06,2019.09.17,0,9.9,0,0,https://shared-comic.pstatic.net/thumb/webtoon/731939/thumbnail/thumbnail_IMAG10_a3d0d491-aa09-49d2-a852-681a889b742a.jpg
247,248,나의 작은 서점,https://comic.naver.com/webtoon/list?titleId=790416,0,한민기,"꿈을 잊은 채 현실에 순응하며 살아가는 ‘방송 작가’ 한주아. 첫 예능이 폐지되고 주아는 스스로 잘 살고 있는지 의문을 품게 된다. 그러던 와중 퇴근길에 우연히 봤던 동네 서점 앞에 서게 되고, 잊었던 꿈과 동시에 곰 탈을 쓴 재수 없는(?) 서점지기와 마주하게 되는데.. 망해가는 서점주인, 망한 아이돌, 그리고 꿈에 다가가지 못하고 서성여야 했던 주아. 그들이 꿈을 향한 첫 페이지를 넘긴다.","꿈을 잊은 채 현실에 순응하며 살아가는 ‘방송 작가’ 한주아. 첫 예능이 폐지되고 주아는 스스로 잘 살고 있는지 의문을 품게 된다. 그러던 와중 퇴근길에 우연히 봤던 동네 서점 앞에 서게 되고, 잊었던 꿈과 동시에 곰 탈을 쓴 재수 없는(?) 서점지기와 마주하게 되는데.. 망해가는 서점주인, 망한 아이돌, 그리고 꿈에 다가가지 못하고 서성여야 했던 주아. 그들이 꿈을 향한 첫 페이지를 넘긴다.",403,46.0,2022.09.17,2022.11.19,0,9.5,0,0,https://shared-comic.pstatic.net/thumb/webtoon/790416/thumbnail/thumbnail_IMAG10_b3232c24-74a1-473f-a982-6f1663803ffc.jpeg
248,249,나의 짝사랑 고백법,https://comic.naver.com/webtoon/list?titleId=709628,1,해미,네 앞에만 서면 왜 자꾸 작아지는 걸까?진짜로 작아진(?) 나의 짝사랑 이야기,네 앞에만 서면 왜 자꾸 작아지는 걸까?진짜로 작아진(?) 나의 짝사랑 이야기,91584,35.0,2018.04.12,2018.05.10,0,9.9,0,0,https://shared-comic.pstatic.net/thumb/webtoon/709628/thumbnail/thumbnail_IMAG10_b6183b6e-a7d8-46aa-be17-5f7b44f68eb1.jpg
249,250,나의 첫번째 새벽,https://comic.naver.com/webtoon/list?titleId=742349,1,신매,"아빠의 갑작스런 죽음 이후로 후회와 죄책감에 살던 이슬. 그녀 앞에 하늘을 나는 소년이 나타났다. ""너에게 작은 용기를 줄게.""","아빠의 갑작스런 죽음 이후로 후회와 죄책감에 살던 이슬. 그녀 앞에 하늘을 나는 소년이 나타났다. ""너에게 작은 용기를 줄게.""",36924,41.0,2020.03.12,2020.04.23,0,9.7,0,8,https://shared-comic.pstatic.net/thumb/webtoon/742349/thumbnail/thumbnail_IMAG10_a0ec8aa4-198a-4f55-a6bb-be2638daedcd.jpg
250,251,나의 플랏메이트,https://comic.naver.com/webtoon/list?titleId=762073,1,산삼,해리포터 덕질만이 인생의 큰 기쁨인 피폐한 공시생 건이에게 찾아온 엄청난 행운!럭셔리 퍼스트클래스를 타고 떠난 런던에서 마음껏 덕질해보려고 했는데...그녀에게 찾아온 힘든 시련과 멋지고 잘생긴 룸메이트들?과연 건이는 시련극복과 런던생활을 잘할수 있을것인가!,해리포터 덕질만이 인생의 큰 기쁨인 피폐한 공시생 건이에게 찾아온 엄청난 행운!럭셔리 퍼스트클래스를 타고 떠난 런던에서 마음껏 덕질해보려고 했는데...그녀에게 찾아온 힘든 시련과 멋지고 잘생긴 룸메이트들?과연 건이는 시련극복과 런던생활을 잘할수 있을것인가!,2527,100.0,2022.09.12,2022.11.07,2,9.96,0,1,https://shared-comic.pstatic.net/thumb/webtoon/762073/thumbnail/thumbnail_IMAG10_424bd290-657d-4c68-9555-6f3d33e54ed9.jpg
251,252,나이트 언더 하트,https://comic.naver.com/webtoon/list?titleId=790880,0,고삐풀린 / 한성우 / 라스네,신작 가상현실 게임을 즐기러 간 이유신. 그러나 그것은 단순한 게임이 아니었다.동화율 100%! 모든 감각이 현실처럼 느껴지는 게임 속 세상-로그아웃이 허락되지 않는 끊임없이 이어지는 죽음과 부활 속에서 유신은 싸움을 각오한다.탈출할 수 없는 지옥같은 전장을 빠져나오기 위해서…,신작 가상현실 게임을 즐기러 간 이유신. 그러나 그것은 단순한 게임이 아니었다.동화율 100%! 모든 감각이 현실처럼 느껴지는 게임 속 세상-로그아웃이 허락되지 않는 끊임없이 이어지는 죽음과 부활 속에서 유신은 싸움을 각오한다.탈출할 수 없는 지옥같은 전장을 빠져나오기 위해서…,125,40.0,2022.02.22,2022.02.22,2,7.4,0,2,https://shared-comic.pstatic.net/thumb/webtoon/790880/thumbnail/thumbnail_IMAG10_bdebf43a-dee4-432a-a144-96527b9cf3da.jpg
252,253,나이트런,https://comic.naver.com/webtoon/list?titleId=64997,0,김성민,우주력 430년. 성간이동이 가능해져 별과 별을 이동하는 시대인간은 괴수와 싸우고 있다. 기사와 함께.광활한 우주를 배경으로 판타지 SF가 다가온다.,우주력 430년. 성간이동이 가능해져 별과 별을 이동하는 시대인간은 괴수와 싸우고 있다. 기사와 함께.광활한 우주를 배경으로 판타지 SF가 다가온다.,100000,642.0,2022.09.16,2022.11.18,2,9.7,0,2,https://shared-comic.pstatic.net/thumb/webtoon/64997/thumbnail/title_thumbnail_20110515001535_t83x90.jpg
253,254,나타나주세요!,https://comic.naver.com/webtoon/list?titleId=770068,0,김기현,"평소보다 특별했던 어느 날, 평범한 대학생 김지용의 꿈속에 정지혜가 나타나기 시작했다.정지혜에게 첫눈에 반한 김지용은 그녀를 찾아다니기 위해 노력하지만 알고 보니 그녀는.. 2년 전에 자살한 사람이었다?!그녀를 살리기 위해 고군분투하는 김지용의 달콤살벌 로맨스. 나타나주세요, 내 눈앞에!","평소보다 특별했던 어느 날, 평범한 대학생 김지용의 꿈속에 정지혜가 나타나기 시작했다.정지혜에게 첫눈에 반한 김지용은 그녀를 찾아다니기 위해 노력하지만 알고 보니 그녀는.. 2년 전에 자살한 사람이었다?!그녀를 살리기 위해 고군분투하는 김지용의 달콤살벌 로맨스. 나타나주세요, 내 눈앞에!",2137,94.0,2022.09.19,2022.11.21,2,9.9,0,0,https://shared-comic.pstatic.net/thumb/webtoon/770068/thumbnail/thumbnail_IMAG10_dcf67137-c34b-415e-b256-ad1dbc854aa5.jpg
254,255,"나태 공자, 노력 천재 되다",https://comic.naver.com/webtoon/list?titleId=772853,0,doip / 도도문 / 이등별,"잠을 도피처로 삼아 온 소년 아이른 파레이라.사람들은 그를 나태 공자라 부르며 조롱했지만 그는 변할 생각이 없었다.어느 날 어느 검사의 꿈을 꾸기 전까지는...그것은 그저 묵묵히 수십 년간 검을 휘두르며 단련하는 한 재능 없는 사내에 관한 꿈이었다. 가문의 게으름뱅이, 마침내 검을 들다! 그것은 그저 묵묵히 수십 년간 검을 휘두르며 단련하는
한 재능 없는 사내에 관한 꿈이었다.",잠을 도피처로 삼아 온 소년 아이른 파레이라.사람들은 그를 나태 공자라 부르며 조롱했지만 그는 변할 생각이 없었다.어느 날 어느 검사의 꿈을 꾸기 전까지는...그것은 그저 묵묵히 수십 년간 검을 휘두르며 단련하는 한 재능 없는 사내에 관한 꿈이었다.,1011,74.0,2022.09.16,2022.11.18,0,9.7,0,2,https://shared-comic.pstatic.net/thumb/webtoon/772853/thumbnail/thumbnail_IMAG10_e6351411-f883-4ea9-89f4-1ab98be99351.jpg
255,256,낙원의 이론,https://comic.naver.com/webtoon/list?titleId=791632,0,무멘 / 정선우,"도시연합군의 전리품, '유은우'는군에서 쫓겨나듯 도시연합 중앙학교에 입학하게 된다.그곳에서 속을 알 수 없는 파견부장 '서재희'와도시연합군 출신 '정윤환'을 만나고하루도 편할 날이 없는데...그런 세 사람 앞에 다가온 불길한 예언은? “내게 빛은 너였어.” 버려진 소녀, 낙원을 꿈꾸다!

셋은 동시에 재학할 것이며
같은 꿈을 꾸고 감각을 공유하니
반드시 서로를 알아볼 것이다.
셋은 오래된 것들을 재현하고
때로는 삶과 죽음의 경계에 서며
끊임없이 세계를 의심할 것이다.
셋은 서로를 탐하고 해치고 구원하며
마지막에 이르러서는 온전치 못할 것이나…….


진실이 은폐된 시대,
어리나 눈부신 셋에게 오래된 예언이 몰아친다!","도시연합군의 전리품, '유은우'는군에서 쫓겨나듯 도시연합 중앙학교에 입학하게 된다.그곳에서 속을 알 수 없는 파견부장 '서재희'와도시연합군 출신 '정윤환'을 만나고하루도 편할 날이 없는데...그런 세 사람 앞에 다가온 불길한 예언은?",164,45.0,2022.09.20,2022.11.22,0,9.6,0,2,https://shared-comic.pstatic.net/thumb/webtoon/791632/thumbnail/thumbnail_IMAG10_60824dbd-b8c5-430d-9a39-875af471f2f4.jpg
256,257,낙향문사전,https://comic.naver.com/webtoon/list?titleId=746534,0,바킹독 / 팀 페가수스 / 최현우,"온갖 비리가 가득한 과거 시험에 낙방해 좌절한 주인공 손빈. 자신의 신세를 한탄하는 손빈 앞에 나타난 사자혁은 그에게 자신의 일대기를 기록할 것을 청한다. 이후 둘은 함께 천하를 주유하게 되는데, 과연 그의 붓이 써 내려가는 무림 일대기는 어떠한 기록을 남기게 되고, 무림 세계에 발을 들이게 된 손빈의 운명은 어찌 흘러갈는지……","온갖 비리가 가득한 과거 시험에 낙방해 좌절한 주인공 손빈. 자신의 신세를 한탄하는 손빈 앞에 나타난 사자혁은 그에게 자신의 일대기를 기록할 것을 청한다. 이후 둘은 함께 천하를 주유하게 되는데, 과연 그의 붓이 써 내려가는 무림 일대기는 어떠한 기록을 남기게 되고, 무림 세계에 발을 들이게 된 손빈의 운명은 어찌 흘러갈는지……",40767,132.0,2022.09.22,2022.11.24,1,9.6,0,7,https://shared-comic.pstatic.net/thumb/webtoon/746534/thumbnail/thumbnail_IMAG10_b768e954-c203-4768-b2ff-b877d8aa2157.jpg
257,258,낚시신공,https://comic.naver.com/webtoon/list?titleId=651667,1,귀귀,전설이 돌아왔다! 허를 찌르는 실전 무공. 귀귀 작가의 컷툰 신작!,전설이 돌아왔다! 허를 찌르는 실전 무공. 귀귀 작가의 컷툰 신작!,100000,27.0,2015.04.01,2015.04.12,2,8.8,0,5,https://shared-comic.pstatic.net/thumb/webtoon/651667/thumbnail/title_thumbnail_20150331154127_t83x90.jpg
258,259,난약,https://comic.naver.com/webtoon/list?titleId=729044,1,정현주 / 박진환,"진짜를 보는 눈, 그 눈에 비친 기이한 세계.그리고 당신의 기억 속에 있는 그 사람. 베이스가 되는 내용은 17세기 중국 청나라의 문인 포송령이 쓴 기담모음집 <요재지이>에 실린 섭소천편. 주요인물인 양재신,[3] 소천, 연적하의 이름 역시 섭소천편에서 땄다. 심지어 원작 섭소천편에서 영채신과 연적하가 만나는 폐사찰의 이름도 난약사(蘭若寺)로 본작의 이름과 한자까지 똑같다. <요재지이>의 섭소천편은 유명한 영화 천녀유혼의 모티브로도 유명하여, 영화에서도 이름이 역시 겹친다.","진짜를 보는 눈, 그 눈에 비친 기이한 세계.그리고 당신의 기억 속에 있는 그 사람.",100000,107.0,2019.08.01,2019.10.03,2,9.8,0,2,https://shared-comic.pstatic.net/thumb/webtoon/729044/thumbnail/thumbnail_IMAG10_fb77f3f4-e75a-4146-884a-578869107d27.jpg
259,260,날 가져요,https://comic.naver.com/webtoon/list?titleId=721459,1,원펀치래빗 / 로즈빈,썸타는 영혼과의 살 떨리는 동거♥어느 날부터 찬양의 집에 영혼이되 영혼이 아닌 ‘그’가 찾아오기 시작한다. 두려움에 피하기만 하던 찬양은 드디어 용기를 내 낯설고 두려운 ‘그’와 마주하는데...,썸타는 영혼과의 살 떨리는 동거♥어느 날부터 찬양의 집에 영혼이되 영혼이 아닌 ‘그’가 찾아오기 시작한다. 두려움에 피하기만 하던 찬양은 드디어 용기를 내 낯설고 두려운 ‘그’와 마주하는데...,100000,115.0,2018.11.14,2018.11.14,0,9.8,0,0,https://shared-comic.pstatic.net/thumb/webtoon/721459/thumbnail/thumbnail_IMAG10_4912f430-a8b6-4685-9f0f-1586d392b469.jpg
260,261,날 죽일 마법사는 누구,https://comic.naver.com/webtoon/list?titleId=796779,0,백후추,"마법 학교 파필론. 만년 낙제생 레아의 아카데미 라이프는 고난의 연속이다. 최고의 엘리트인 소꿉친구 시온과의 관계를 숨기기 급급한 어느 날, 정체불명의 전학생 준이 나타나고 레아에겐 죽음의 기운이 서리게 되는데... 과연 그녀를 죽이게 될 마법사는 누구?! (8화 단위 정기 휴재)","마법 학교 파필론. 만년 낙제생 레아의 아카데미 라이프는 고난의 연속이다. 최고의 엘리트인 소꿉친구 시온과의 관계를 숨기기 급급한 어느 날, 정체불명의 전학생 준이 나타나고 레아에겐 죽음의 기운이 서리게 되는데... 과연 그녀를 죽이게 될 마법사는 누구?! (8화 단위 정기 휴재)",17,30.0,2022.06.29,2022.06.29,1,9.8,0,2,https://shared-comic.pstatic.net/thumb/webtoon/796779/thumbnail/thumbnail_IMAG10_dfeb7732-d4f9-4c40-b79f-4e8de9a1b7d9.jpg
